Lasso,Regforest,SVR,Standardized Lasso,Standardized Regforest,Standardized SVR
0.5466248187569883,0.5488059995541292,0.5983404275174848,0.5509124365109402,0.6170700241772562,0.5636968735472476
0.5332975945576334,0.5165824529391025,0.5761996218856902,0.5594174095295653,0.5782497588359038,0.5402874792250206
0.5082253078688902,0.5475695129989088,0.5872091367097984,0.5460943846403947,0.5212391962257146,0.5648565341285815
0.5372644610476717,0.5069884224031999,0.5762204388611445,0.5205010059428571,0.5682474489091034,0.5047914578012315
0.5923350044037407,0.5115878514628196,0.609831735507895,0.5536887884558694,0.5727618688499093,0.5709011301427462
0.5395088485663082,0.5122877464157706,0.6349098342293907,0.5472043010752689,0.5517792338709677,0.5803629032258064
0.5432343545286114,0.5570607786773061,0.5687395980470117,0.5568311133023971,0.5621503745718396,0.5331376067202809
0.5365976357213297,0.5344821846900265,0.607836822329576,0.554140400371161,0.5587711742750503,0.5617658440374989
0.5285825581968628,0.48704642190979386,0.5925680367135309,0.5278045115407686,0.5278407176722898,0.5405560029252501
0.537817625705835,0.5297419781303218,0.6104872501568522,0.5685012772250605,0.5164375504167786,0.5793548893071615
0.5200422808561873,0.5128642917519081,0.5846885899439463,0.5403715675242424,0.577793231562939,0.5531030753372755
0.530632809351068,0.5420077437006094,0.5301802792129273,0.5182764769826438,0.5396168456023354,0.52695088734992
0.5664003339155399,0.5117965124160213,0.5883510872247074,0.5204328224152509,0.5772221133225863,0.5349679981353782
0.5358870772709377,0.5068070154502096,0.5937529241213397,0.5761785875889329,0.5597221412320659,0.5576970106269632
0.5550516234961407,0.5112484881064373,0.5992970790508523,0.5776385829394133,0.562128161829581,0.5609589641410984
0.5005980439313773,0.5131954465287798,0.5730800064133397,0.530777388396436,0.5427705627705628,0.5407938798414988
0.5517952259458907,0.5715762819160161,0.617005249796978,0.5785141987505354,0.5893379884517255,0.5734153094566684
0.5605668489069268,0.5493949528403596,0.5705017345651209,0.5450856771532995,0.5100272255258829,0.5193415185094774
0.5514739993630833,0.49425507742725316,0.6268984911244884,0.5475929947977789,0.5258287355219907,0.5851181877185269
0.4853027277935032,0.5151111167273217,0.6392939580806039,0.5617011642404637,0.5620084411645775,0.5772231769780294
0.49274693677955356,0.5043738692737951,0.5787957409528943,0.5498616777341759,0.5235916788919013,0.4946723032342009
0.49939690227854927,0.5135944368287125,0.5644073391959777,0.5264778666548379,0.5649882579347443,0.5097967125629436
0.523046909806565,0.5456734773731903,0.6130991813980157,0.5667760621874068,0.5303639156526152,0.5538222087919326
0.5778833046739178,0.5367419552988952,0.6161066547352495,0.5829173452344163,0.5602926009414949,0.5779776248011693
0.5543187306360489,0.5372787383816293,0.6186229952615272,0.5481228357936941,0.5530261868963005,0.5772855157645344
0.5449272292174984,0.5678794153552966,0.6154276403376712,0.5803643646728036,0.5950882861731327,0.5667626505277576
0.5931938371170121,0.46398524380129663,0.6337020401247322,0.5400090962868719,0.5299184604088573,0.5507183391250323
0.5560233924557636,0.5324857301347581,0.6353423599592688,0.529257747136293,0.580802410520467,0.5662854192919509
0.561361715207869,0.5189708795478027,0.6015901833209526,0.5442207365284288,0.5102536352536352,0.5601289735905121
0.5111211191755041,0.6064605742838045,0.5676018412731522,0.5323858330054375,0.5360053285041789,0.5353430580114819
0.4939335948009147,0.5048321058649449,0.5357163875437181,0.5383105705205811,0.5684271589991929,0.5034301856335754
0.49288408639840303,0.48851402639306396,0.5649791664248657,0.5125300897178473,0.5353214405923932,0.5144878654580485
0.5260659444531965,0.5376497789804372,0.551304223929422,0.5453229109712813,0.5275672094079271,0.5480717549045955
0.5214885662116338,0.516570298234936,0.5798369706982002,0.5433944874358753,0.5556155986435962,0.5402699765237805
0.5506200510957012,0.5052841206620227,0.6098946349513639,0.5405956933623193,0.5213891842142846,0.5578389057268442
0.5296191439164138,0.5107878328277722,0.6185911695315134,0.5446442113245704,0.5276967475564543,0.5295428884395013
0.5196228714752336,0.5167631656667798,0.5745843233021393,0.5966553013105056,0.5813004994291608,0.5479438770337522
0.4827169911236635,0.5097195254186,0.6018377841100128,0.5618191446439378,0.5309395173492031,0.5128884447918768
0.544650018398219,0.48612630165278736,0.5855949577010535,0.5145740176453332,0.5343389613230439,0.5553489641887572
0.5253351827683375,0.5204252170244208,0.54813176459272,0.532784842502902,0.547422377289113,0.5243388707078789
0.5587820708643613,0.5254912540317942,0.6459503528935685,0.574403413486525,0.5809215302766415,0.5758358162176316
0.5569682438202703,0.543606252371568,0.6164471720550891,0.5622132344564014,0.6461380278533908,0.5417716119883886
0.4860922659430122,0.5438371021817426,0.565688421862099,0.5823293072275434,0.5252340042027965,0.5308547723744467
0.5619435032286272,0.5586008441514764,0.603300304365373,0.5246508626488195,0.5576712475617138,0.5550416820811193
