Lasso,Regforest,SVR,Standardized Lasso,Standardized Regforest,Standardized SVR
0.014657964021499454,0.010858585213719445,0.01692211316008302,0.009505465894988806,0.009399272076171472,0.017707509886982182
0.030365646675851815,0.010747415411210458,0.03174316352389779,0.022629028387491645,0.0136608706578038,0.02196792142139694
0.021805311500891284,0.011583128726186968,0.01744160821712157,0.015667343899476414,0.011894158488855841,0.019529274559115788
0.023123380207161762,0.012871296266238754,0.025926630564615624,0.019256692764603976,0.013416179933849871,0.02683132675164221
0.014044689331942584,0.00965707585178266,0.01184193977043791,0.010540240570009046,0.00975476556332545,0.017496063097584946
0.022178748134088554,0.01670676390900868,0.031104606259866142,0.02352093431547806,0.016322025435788187,0.025546304969642115
0.015293519838169893,0.010986947916811662,0.016748013759956264,0.01589453501480259,0.011450628964402337,0.020590538550615725
0.02193041385542829,0.009953621015037422,0.025403098053446406,0.012768784144250398,0.010787791141719292,0.013514605588425788
0.013751353670552621,0.01120657899117618,0.012224731073416244,0.013395957385372966,0.011727443486734794,0.014149885907895288
0.014398128262213077,0.009244928779982184,0.01738727665822718,0.011783350787088708,0.009146892528830494,0.014530577855126516
0.027209116103424587,0.01270292332893455,0.0306346155335684,0.019542804883879585,0.013847022476214514,0.02300392768894273
0.021040197501552702,0.013415513921544914,0.021145617054343355,0.014745621340524342,0.013680011821426585,0.019701041041940835
0.028705783714706987,0.013977481575648643,0.03409877555150161,0.015501885954121395,0.014782448410952415,0.02312333084095989
0.015812267180437944,0.014418673927832176,0.018150974996823485,0.015532305729238529,0.013147052402160585,0.01723611862870014
0.02351560860967134,0.015820200483812392,0.02325298510161386,0.011436293221996812,0.008479521059361575,0.01471117617298853
0.018570508218331568,0.015319332124168607,0.027611574314389868,0.017869150104744835,0.014474172063024541,0.022674116185385205
0.01291792192274371,0.010919813857751577,0.015564539376839232,0.012850410509484454,0.012045900647170796,0.013344662503582237
0.01208886104868891,0.009992986226704047,0.015084071149052167,0.011423139860368293,0.010203564300662975,0.011215341313972232
0.020886710586804698,0.010454572057926416,0.022593540681002215,0.02270469676883844,0.01018225918217968,0.025336996988402173
0.01705617793763179,0.01714063049414274,0.02557805490926388,0.012997929344524511,0.017490665170545386,0.02483002871676791
0.017095105126511186,0.012138248088644383,0.01949038393497151,0.014857789790391247,0.012419916585544633,0.014299422594835336
0.009739700224060925,0.017828422284816816,0.011164368317429486,0.012285197605602084,0.011699561620145644,0.019168701709090283
0.012745422122720246,0.01149141825146233,0.01346743803943461,0.012466029866013039,0.012101509707603191,0.02162645638269995
0.02225230409054317,0.0158089538454188,0.019388120881975085,0.02014714021536157,0.016339765728181063,0.05514104683491571
0.017992338560954255,0.008970018667148284,0.023222902048321573,0.011262401256341252,0.009774029032269144,0.012860150731744244
0.013431185383977095,0.014466029333824333,0.014286731613224028,0.013138764040391226,0.015721852961361187,0.014171486346971612
0.014406382296844128,0.009295331923699293,0.013198968463761809,0.015222952507672513,0.009966407004572794,0.013609362938755502
0.032804952393293466,0.012456254001484673,0.05164019217330583,0.012756394256608064,0.012075583675983789,0.021085572945655905
0.021941358049847624,0.012875696413561247,0.01802983272033272,0.01633747303120187,0.012543817719736889,0.014806286157301802
0.011357281602654024,0.010983348668454065,0.010726383254800605,0.01860705574409811,0.009453082264467373,0.016071972980876967
0.009212422871568308,0.00834047353285606,0.011211988263958673,0.00934140386447155,0.008377995131157794,0.009994815594866435
0.011336174516714266,0.011090080311986137,0.014599850102628287,0.018092184181298415,0.010564597932571652,0.017962673356608266
0.03227792052409706,0.014191535606484153,0.03260927944522995,0.01911721346000272,0.014126479669748965,0.02242763632772714
0.016781571789981246,0.014451661203783932,0.02174922777923416,0.013907001111972116,0.01350547098844333,0.015556802709005857
0.023437444351684204,0.013160809160630154,0.04344868017999287,0.023492578217350825,0.01371745890839175,0.043468637458699624
0.02668243499666753,0.008153434104462665,0.024977424408869586,0.0076418897113139615,0.009777624642984633,0.011811666419028555
