Lasso,Regforest,SVR,Standardized Lasso,Standardized Regforest,Standardized SVR,Random
0.023317287777957336,0.009733085945545901,0.025579496975792274,0.023786098488958636,0.00938690772455741,0.023162800323134246,0.000940250733528941
0.010511076129818681,0.007315485628958247,0.0113185809436194,0.007754360942659877,0.008185199888396794,0.007540085797237535,0.0007200960128017069
0.014523844195170308,0.012712614210155898,0.01618205119564358,0.014204252963955818,0.013607255306559287,0.020830151479107273,0.0010002000400080016
0.019718480413420204,0.010242286173607645,0.021517741485620735,0.01371963970971667,0.010915056396990398,0.018663373852911905,0.0008201093479130551
0.02129307727267284,0.012963699476060145,0.015580082691876846,0.017904069063801764,0.013575092777104333,0.019007941422683305,0.0009067875716762235
0.010815580119542955,0.009974394525206622,0.012030521506523333,0.010368924371338984,0.01067758373960764,0.020810183249296246,0.0007534337911721563
0.010085479011510412,0.008201896976055266,0.012272024566750167,0.008847185207361228,0.009699925215658522,0.00857279947976577,0.0008002133902373967
0.02705081979196449,0.016243480072103335,0.026746642197436173,0.023726801927794392,0.014523842415653167,0.019163633533789644,0.0010402080416083218
0.0132248295819312,0.0123975768834753,0.01729263109909688,0.013222267290725096,0.011944945363133185,0.018011499620981256,0.0010669511869831954
0.015059777314007948,0.010633286269549383,0.015762953136477055,0.011578103907044373,0.010475690372348048,0.01293978760042968,0.0009600640042669511
0.010524095340214165,0.0059339098687689554,0.013523218368102134,0.006781468205355737,0.006820679210018011,0.01001365681498438,0.0006267502333644486
0.02831783928671277,0.02058177291341043,0.020761841599328,0.03046643583748517,0.012974871449864755,0.0420656823175819,0.00092
0.01831619862061051,0.010350087274076401,0.03285382159170094,0.011915071716154581,0.012487790109677058,0.013342047052788047,0.0009536512170723575
0.029083032625633363,0.01869079618739449,0.02845130086818252,0.029907871151532494,0.016315502473671903,0.03939462181032499,0.000953587623366231
0.013544620921571167,0.011088926312794444,0.02003008827364143,0.011800064825660797,0.011595258770633363,0.013551723776140343,0.0007869814592503669
0.010060348525183479,0.009196281267170385,0.009317165067362134,0.009779833212724659,0.007574114782468132,0.009831546947814445,0.0007336267840469521
0.021006350378433618,0.010803295815466817,0.023780227619807567,0.015172678574589381,0.010702361967298535,0.016325846472174402,0.0010068009067875716
0.011940253322203536,0.008995883971693434,0.010449341474982148,0.011809052244468274,0.009685522423224216,0.010021621624407362,0.0009870614912631719
0.012672270681243672,0.008713227863947966,0.013384342267511506,0.011303505198190811,0.010377370772082242,0.010546090320509044,0.0008734497933057741
0.02902922618217884,0.013587687122832634,0.022894533446119053,0.014987473775571072,0.013442655276016544,0.020882701061973586,0.0010934791305507402
0.017495306078524363,0.016987846521281647,0.019480825217720217,0.016620375113246037,0.019036767351226218,0.04145183917271265,0.0008668978394238463
0.02863296620684211,0.02187701519516418,0.03322592012502668,0.024779985854810522,0.0157595898610837,0.02900499677889821,0.0008534471262835045
0.01579856276388315,0.011048973588334204,0.01699304247676823,0.013409928627363977,0.011686469862185165,0.025896301348865423,0.0008401120149353247
0.025104263002246476,0.018094815026901738,0.0309523637040356,0.02263342209224262,0.018295487637632873,0.02496319164950578,0.0014405762304921968
0.01895599579923704,0.012847816133333337,0.022573980474467466,0.02073790570344582,0.013450830193165614,0.01861818685610574,0.0009338313767342582
0.013323760419273132,0.014288321829872823,0.01535379235593035,0.013966123786605823,0.014981916487728005,0.025452471122638362,0.0006934720277388811
0.02567443868726709,0.01158484169571451,0.021916602481885882,0.020184176806035858,0.013688276521302879,0.01769819015580769,0.000946919178447586
0.0143495177359484,0.014268761503676541,0.012893653711623869,0.015116569465579559,0.013776126944680778,0.014666924191856737,0.0010534035602373492
0.013250387757873192,0.011218244072893686,0.019582560943934704,0.011812472784868275,0.011859076393817853,0.013597156340942912,0.0009333955597039803
0.014639592268728492,0.00997489695477926,0.015822609837347033,0.011683470882253718,0.009975167909704867,0.011596224959080737,0.001053473796506201
0.015229462836413007,0.011209602114270007,0.03869466288806393,0.011477450346432917,0.011440695329366656,0.0122954720018356,0.0008466666666666667
0.024547047706249134,0.010781999945952327,0.023678165970369414,0.01751342190672088,0.0121550780666186,0.023800692381802345,0.0010266666666666666
0.014356553270675415,0.014653668154108245,0.013808842093698238,0.01477911663866006,0.01455329762353354,0.025024389725542877,0.0010469458522272606
0.011349438189721714,0.009218327457000373,0.015491200790802278,0.011291302064863689,0.010162361273361406,0.0118997335980772,0.000940250733528941
0.031244788095505974,0.010218044200281471,0.03537667773361308,0.02272658162303432,0.010934108753645633,0.02366518977721856,0.0007401973859695918
0.013611592014145926,0.018179560126933468,0.013815653734146182,0.011976091144007096,0.02136922367315218,0.011740448222832368,0.0009333955597039803
0.022939352876418177,0.015379160966592295,0.032697715638795206,0.01940853582222308,0.01696146708193223,0.021820260302771413,0.0013206162876008803
0.012904540251345156,0.014193264494183946,0.01249202709614111,0.011786861069883681,0.012982161681096675,0.02094798962341061,0.0007601520304060812
0.02555728598655131,0.012871038715713263,0.028140092710737873,0.023798551931838864,0.01306798429344946,0.023673012721378315,0.0008735662843424914
0.018226611958431924,0.012690841979759959,0.023032957747132685,0.013770156721633644,0.014460717548601553,0.026437504861450238,0.0011134817975730097
0.015409192696629201,0.0105127846869005,0.028639672074502416,0.011936430279055731,0.009651175220787137,0.022775644020986353,0.0008134960325398413
0.03256305456116828,0.009765019954258262,0.021702174547554933,0.021332096690435703,0.010281246645546822,0.01300126484126197,0.000946919178447586
0.011242613775585653,0.020211707936713334,0.014469585546204086,0.010593025454972727,0.01053239244789234,0.016728775429484664,0.0007467164477631842
0.021520910709330123,0.012751006271652121,0.024763820286403906,0.01757436764063284,0.013549824053661355,0.021190064947078407,0.00110014668622483
0.01493175176954686,0.009745973852270943,0.017293245088756674,0.02131717291755473,0.009546489534454073,0.012168264640704685,0.0008535609495865564
0.011041981552387028,0.011360974435062725,0.01294063725874786,0.01093090122617631,0.011710331489170576,0.012929681012951588,0.000940250733528941
0.030265238841344244,0.011959188571188273,0.0284093353922249,0.027463439120557268,0.012371985908903926,0.019840501343753935,0.0008935120357404814
0.01704660909021516,0.012857439651794932,0.019668483050991753,0.013787358123787185,0.013760038073611392,0.015032283780639685,0.000940062670844723
0.015348363952084564,0.017645798125057288,0.018796876233793478,0.01168023666187655,0.009751493841355596,0.023191092485780874,0.0007000466697779852
0.01087103333974835,0.01281013499653727,0.012384562565557321,0.010965884095841788,0.012521008440770526,0.015745922395989327,0.0008935120357404814
0.015503886700531289,0.011455933932548405,0.015797359111244517,0.011419546698568506,0.011722038454079708,0.015450681348089109,0.0007734880309395213
0.010682606985836228,0.01155693815662386,0.013093286371267058,0.011250388447869932,0.011657016806502695,0.014641737213314597,0.0009403134378126042
0.011876811632848937,0.01058179140179517,0.0127490722925228,0.013412596464509374,0.010149066895475022,0.016294575145837258,0.0008533333333333333
0.024253423283705323,0.014478691011793186,0.025841840425388615,0.02128477554076858,0.015046382752703044,0.016244451093073167,0.0011868249099879983
0.014380939253931309,0.01132255577353114,0.021096489705261512,0.01187077387969311,0.011259087608115052,0.030280745111769446,0.0007667689025203361
0.016782957670046644,0.013355428184153438,0.01814878054792954,0.015195004505225203,0.012283136191890323,0.02604746398052485,0.0010536845615205068
