Lasso,Regforest,SVR,Standardized Lasso,Standardized Regforest,Standardized SVR,Random
0.02485451460653014,0.01490859118355727,0.025962461224615197,0.02106612556361586,0.016003773793279913,0.024267007720651268,0.0010404855599279665
0.01435205180194324,0.011561121824964441,0.015986534057075043,0.013026365891217697,0.012912270044338692,0.018765758005529216,0.0009269756585528509
0.013722546117024736,0.01216527104640211,0.015161822742743882,0.020945014221409517,0.011476402455381014,0.01745739668338809,0.0009133942262817521
0.020875305524465766,0.011350807920494338,0.02365563273854749,0.019824471891668045,0.011744567144688366,0.027577765813153906,0.0008601146819575944
0.022739618941324313,0.013242654590180739,0.030599213044969736,0.02409507942241756,0.014052575919200231,0.02760492584906771,0.000993797105315814
0.01250335628731562,0.0088691338285182,0.02441799372692029,0.010591481981867766,0.009320978730475271,0.01298008259587942,0.0008
0.030345982332728713,0.02255528962701214,0.032784038712061876,0.023460343825030816,0.015084627322207902,0.03216838976239998,0.0011067404493632909
0.020574969525141117,0.019233536223001512,0.02386533413998882,0.01562565986363785,0.01812883872852682,0.02277942206172924,0.0010802160432086417
0.01428102120683695,0.00937047283429034,0.014659770774779625,0.01997171344707915,0.010125187199746514,0.020493995774558658,0.0008736245415138379
0.014586593787569272,0.010938806587081015,0.016909227195286113,0.01710959668701882,0.009941499238577263,0.03058696107272986,0.0008002133902373967
0.027085241307061175,0.011432228010514384,0.02696234415876574,0.02002273597379938,0.012998710120086503,0.02297399276258969,0.0010269405174713256
0.009489221577344054,0.009423437374330174,0.00961831426463666,0.008770191032651609,0.008871156263641341,0.020180344332916385,0.0007335289410509469
0.01574267471645684,0.01042123975227784,0.014954207604609318,0.012515085705370643,0.011657622636377424,0.012061705861061006,0.0009200613374224948
0.021034921341747084,0.013895155827634932,0.01856882751421675,0.031239157617766466,0.013987325740587397,0.04406243228688819,0.0009935982928781007
0.030422525558119296,0.010300264601407944,0.02383634100453949,0.014933106538243725,0.01081750730802142,0.016878113713728687,0.0007668200306728012
0.01729536701589728,0.009828142818912717,0.019849458903718975,0.01767596602872303,0.01058739286878524,0.018053565860334332,0.0009801960392078416
0.012428202657396775,0.009274283954750183,0.013706629497929423,0.010271284113654085,0.009024358387619627,0.015372522860474776,0.0007000466697779852
0.022275531614907203,0.012061548966389219,0.01618041213975116,0.016331427468552897,0.010861081310594201,0.02197098130946828,0.0009134551273503134
0.027359506718770604,0.009719103117476363,0.02746354298067299,0.015066709640512713,0.010560104345840982,0.029905310494613428,0.0008133875591706113
0.01436128746608796,0.01200351757168885,0.020151026909709883,0.013659105630876469,0.0129923916636903,0.01736545095293869,0.0010668089078543807
0.016137555609048525,0.010612517719441968,0.031323995213364875,0.012096932727896676,0.010884855929327144,0.011687825846681925,0.0010403467822607535
0.013654080866445307,0.016024420156909212,0.01745859475394821,0.011562130269979239,0.016714188551185713,0.012793047376696207,0.0010535440421417617
0.01867235520829251,0.012244463084283577,0.023534824294096993,0.016579739811729496,0.011566103583933186,0.02388656309805077,0.0009269756585528509
0.02113585177510222,0.013241480102876397,0.019138303185352746,0.022549949251602898,0.013956503979865389,0.021124712025552737,0.0009466666666666666
0.011847934151746883,0.011701929566705432,0.014297459903691986,0.010138285740803577,0.01144399676267622,0.015002928218224644,0.0007867715695426057
0.021335892841364522,0.02340619557059449,0.02827984938990853,0.018828391194382316,0.023455380106552685,0.02587636544040171,0.0010735480429419216
0.013336093371874858,0.00697165563236538,0.0186341513081911,0.009553743165830336,0.0077342263748070555,0.008507429624679153,0.0007534337911721563
0.022967436761783304,0.012893279251175746,0.020480549049920235,0.027691444173971857,0.01393495957983361,0.02358629085183705,0.0009801306840912121
0.021031488780115716,0.012058968228511647,0.017864438396795454,0.01344366953335801,0.011663454285957421,0.013699107964074444,0.0008401120149353247
0.012581834467685194,0.013935722643008942,0.021019499235264964,0.010937747371363899,0.011961065272744282,0.013922029300054265,0.0009468560378742415
0.010060391261962152,0.009568757487602378,0.01122188026126092,0.00989226820824786,0.010804957308588773,0.012420218756181722,0.0008535609495865564
0.011613025670071416,0.009053664894221049,0.012504921981099225,0.017421708566662152,0.009993738855912248,0.017343182624233996,0.0009666666666666667
0.013397590469063674,0.011416257065694317,0.011252729319104867,0.011123185151644392,0.009976123437540216,0.015387317834014425,0.0007733333333333333
0.014087112698850164,0.013004685887713082,0.016257973174066565,0.012911914541430545,0.013886880941679591,0.02585775158532568,0.001033677892630877
0.015750149598256723,0.012550309384206437,0.01910502626657246,0.013923597956774421,0.012597358294776661,0.015626435463215838,0.0011334844645952793
0.017391181234907134,0.01210155097765657,0.02374250194615509,0.015145925197377633,0.01283377056532774,0.02012778623190586,0.00106702234078026
0.01317509785178268,0.01135061278188103,0.01333553045230146,0.01603227593511628,0.012216067963245179,0.01441298625561729,0.0008134417922389652
0.010504526288249232,0.01114995882077947,0.017525502699780662,0.011056694502675855,0.01125321713962131,0.012090594885402046,0.0008533902260150677
0.019157938470188474,0.012414963722407857,0.026053737095984755,0.01810179113974031,0.012938326063418142,0.02002425506213934,0.0010603534511503835
0.012458275626235969,0.01040263366309319,0.011299967041726193,0.011531631134736533,0.01005670816509889,0.01945898941228403,0.0008200546703113541
0.024241150364540623,0.014087582981612383,0.035890820330642614,0.02163768441876906,0.015230758177992711,0.02011739504422977,0.0011335600453424017
0.03212623381242351,0.012552529258755635,0.029833394322773203,0.016998773060353398,0.01450137179953529,0.015187282250188738,0.0009535240381409615
0.013127360531922313,0.01384807160182333,0.023863068916449882,0.01165575712641684,0.015205728648860802,0.023394849666514304,0.0008069356452150717
0.013795046380585197,0.011100743469285591,0.014594836478098887,0.01156984592498748,0.011705022910467707,0.012431463249670394,0.0008536178726242081
