Lasso,Regforest,SVR,Standardized Lasso,Standardized Regforest,Standardized SVR
0.5506668234345605,0.6017853543594271,0.6155471359465581,0.5278229018696972,0.5345115320382385,0.5737926872576496
0.5209680152854295,0.4501131781110051,0.6328673877563339,0.5642213229882737,0.6110266821749698,0.5809187508851108
0.5315987867439094,0.5355525971872745,0.578543214933583,0.5820264497630055,0.5511674176370764,0.5288002028595393
0.47885787942872243,0.5081322153610249,0.5521301672955355,0.5368407789206329,0.5306437795729486,0.49961589240869964
0.531426381605486,0.5337985746940971,0.552273228452333,0.5176477074089014,0.5451908027430415,0.5004162968939088
0.5548228263520028,0.5235699600828916,0.6371554977558278,0.5842245022292583,0.5514135041076667,0.5704600720789782
0.5381723496067355,0.517194148322025,0.6089007070124957,0.5610252584782264,0.5496864025091815,0.5803581647794929
0.5665846374884229,0.5027691032004243,0.6147136993675145,0.5562597465308288,0.5664668875220658,0.5605759259699035
0.5304580568871391,0.5381761277942603,0.5617865462795965,0.5555802259584115,0.5514389700876704,0.5389014039201326
0.5727901275304323,0.526771302710337,0.6143538990517181,0.5229233745544422,0.5163695230008742,0.5739862507566077
0.5279082062188032,0.48752568558056397,0.6260470739385621,0.5618546684914234,0.5556189077792895,0.5498390037785233
0.5313327265509262,0.5488235521945835,0.593155300793013,0.5815152454079805,0.5552746497284002,0.5659774199482944
0.5299387429267005,0.515970367055028,0.5622655919871188,0.52988067734141,0.5613106886027428,0.5261276061169762
0.5299731610790156,0.5470518885805699,0.5927421189100669,0.54822552275243,0.5169456701390469,0.5591464616597673
0.5338792361484669,0.4758687466379774,0.5780279720279721,0.5672025282409897,0.49362291554599247,0.5253001613770845
0.5623974595461977,0.564674719935214,0.6176493303939653,0.5459857380663157,0.5275074608959074,0.5823446708957574
0.5017522348084206,0.5147309700092122,0.5883683339588522,0.5363619110170937,0.5570221604285372,0.5472137398068853
0.5188688421956735,0.5193562407189904,0.5680505611291917,0.5677101065343482,0.515302864889197,0.5426302963196754
0.5121759337575418,0.5125635987455921,0.6042504348354132,0.579665426138705,0.5429912338915709,0.5705219543086658
